,date,total_cases,total_deaths,ca_cases,ca_deaths,ticker,open,close,volume,neg,neu,pos,compound
0,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.038,0.872,0.09,0.9517
1,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.0,0.935,0.065,0.946
2,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.081,0.843,0.076,-0.3269
3,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.041,0.883,0.076,0.4019
4,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.041,0.851,0.108,0.984
5,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.052000000000000005,0.861,0.086,0.9502
6,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.046,0.921,0.033,-0.9417
7,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.061,0.8809999999999999,0.057,-0.2023
8,2020-01-21,1,0,0,0,AAPL,79.29750061035156,79.14250183105469,110843200.0,0.045,0.828,0.127,0.9888
9,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.0,0.944,0.056,0.8442
10,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.017,0.878,0.105,0.9958
11,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.041,0.91,0.049,0.7311
12,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.0,0.904,0.096,0.9412
13,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.065,0.8190000000000001,0.116,0.999
14,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.019,0.922,0.059,0.765
15,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.058,0.882,0.06,-0.413
16,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.046,0.8859999999999999,0.069,0.4118
17,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.0,0.87,0.13,0.9595
18,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.036000000000000004,0.84,0.123,0.9698
19,2020-01-22,1,0,0,0,AAPL,79.6449966430664,79.42500305175781,101832400.0,0.012,0.931,0.057,0.7269
20,2020-01-23,1,0,0,0,AAPL,79.4800033569336,79.80750274658203,104472000.0,0.067,0.838,0.095,0.807
21,2020-01-23,1,0,0,0,AAPL,79.4800033569336,79.80750274658203,104472000.0,0.034,0.8959999999999999,0.071,0.9133
22,2020-01-23,1,0,0,0,AAPL,79.4800033569336,79.80750274658203,104472000.0,0.124,0.8270000000000001,0.049,-0.7906
23,2020-01-23,1,0,0,0,AAPL,79.4800033569336,79.80750274658203,104472000.0,0.0,0.935,0.065,0.4939
24,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.07200000000000001,0.879,0.049,-0.9788
25,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.054000000000000006,0.823,0.123,0.9875
26,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.0,0.887,0.113,0.3182
27,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.111,0.778,0.111,-0.6841
28,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.011,0.902,0.087,0.9657
29,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.098,0.7559999999999999,0.146,0.9703
30,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.004,0.847,0.149,0.9983
31,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.013,0.8640000000000001,0.123,0.9666
32,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.066,0.863,0.071,-0.0793
33,2020-01-24,2,0,0,0,AAPL,80.0625,79.57749938964844,146537600.0,0.024,0.8320000000000001,0.14400000000000002,0.9985
34,2020-01-25,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2020-01-26,5,0,0,0,0,0.0,0.0,0.0,0.081,0.84,0.079,-0.5048
36,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.093,0.873,0.034,-0.9827
37,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.099,0.838,0.062,-0.9803
38,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.103,0.845,0.052000000000000005,-0.9775
39,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.048,0.8220000000000001,0.13,0.9974
40,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.19,0.7340000000000001,0.076,-0.9912
41,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.042,0.87,0.08800000000000001,0.9274
42,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.032,0.7929999999999999,0.17600000000000002,0.9786
43,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.1,0.856,0.044,-0.9884
44,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.017,0.88,0.102,0.9895
45,2020-01-27,5,0,0,0,AAPL,77.51499938964844,77.23750305175781,161940000.0,0.131,0.825,0.044,-0.9838
46,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.07400000000000001,0.8540000000000001,0.07200000000000001,-0.5017
47,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.056,0.903,0.042,-0.6573
48,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.058,0.833,0.109,0.9815
49,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.062,0.846,0.092,0.6908
50,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.08900000000000001,0.828,0.08199999999999999,-0.6282
51,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.045,0.902,0.053,0.6059
52,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.038,0.888,0.07400000000000001,0.9699
53,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.12,0.794,0.086,-0.9886
54,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.056,0.862,0.08199999999999999,0.9022
55,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.054000000000000006,0.8420000000000001,0.105,0.9747
56,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.107,0.8490000000000001,0.043,-0.9575
57,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.023,0.87,0.107,0.9933
58,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.067,0.841,0.092,0.8
59,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.018000000000000002,0.84,0.142,0.9951
60,2020-01-28,5,0,0,0,AAPL,78.1500015258789,79.42250061035156,162234000.0,0.043,0.8740000000000001,0.084,0.9313
